"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1955/1956",1956,2283,1930.5,112.913232615818,4.99866197186089
"1956/1957",1957,2594,2417,128.432584605897,7.5280895661343
"1957/1958",1958,2680,2219.5,127.823686559765,6.19155657714022
"1958/1959",1959,2688,2231,129.733636026392,8.14797162775056
"1959/1960",1960,2598,2424,126.732024683138,7.11791075078307
"1960/1961",1961,2309,2220.5,118.727963923235,8.58457539157661
"1961/1962",1962,2249,1588.5,107.605897114124,6.79339618632956
"1962/1963",1963,1676,1869,105.689021354882,4.39707548517453
"1963/1964",1964,2447,2045.5,110.365229076332,5.88638495671357
"1964/1965",1965,2422,1931.5,115.921381080238,6.13280657845338
"1965/1966",1966,2272,2103.5,120.05068623754,7.58521220636695
"1966/1967",1967,2674,2257.5,124.850155993421,7.45554239794454
"1967/1968",1968,2048,1670,108.895138980504,7.14356802720489
"1968/1969",1969,1969,1728.5,104.497924665486,5.84997639609589
"1969/1970",1970,2189,1980.5,112.312829388555,5.30865565347837
"1970/1971",1971,2713,2228.5,125.787649625021,6.69950467899424
"1971/1972",1972,2688,2329,122.018238777137,7.310868492949
"1972/1973",1973,2530,1862.5,116.068849635098,6.05382073116225
"1973/1974",1974,3468,2813,142.403316801214,7.61561314908366
"1974/1975",1975,3198,2521,136.540850804238,7.55476409383997
"1975/1976",1976,2517,2122,114.577170428852,6.35650231709765
"1976/1977",1977,2465,2332,125.95967357551,7.29469334493602
"1977/1978",1978,2571,2215,121.448099308402,7.1473348576637
"1978/1979",1979,2578,2160.5,122.034322578267,5.92358488501665
"1979/1980",1980,2626,2158.5,124.644493435938,6.9073943235636
"1980/1981",1981,1827,1753.5,108.712439841939,6.44283015642948
"1981/1982",1982,2623,2452.5,127.498368393726,6.06554242901346
"1982/1983",1983,2318,2259.5,124.002366495729,8.06160370515273
"1983/1984",1984,2435,1964,120.801025957403,6.31565724758807
"1984/1985",1985,2157,1868,111.355935001331,6.05523582547024
"1985/1986",1986,2407,2118,119.126211957522,6.09287733406285
"1986/1987",1987,2220,2094,113.388762967225,5.93115563956441
"1987/1988",1988,2760,2354,129.565013108762,7.64584501128329
"1988/1989",1989,2514,2472.5,132.399817032142,8.40139143340694
"1989/1990",1990,2713,2526,129.570549043412,8.6390329375292
"1990/1991",1991,2521,2228,126.264241434038,7.41808956859299
"1991/1992",1992,3135,2555,133.459014314354,7.43389665921319
"1992/1993",1993,2345,2161.5,123.462845321472,7.32516504236813
"1993/1994",1994,2916,2936,143.1025871921,7.64775937478023
"1994/1995",1995,2172,2042.5,114.189912740518,8.33278294437442
"1995/1996",1996,1843,1620,104.399452164063,5.90873237405445
"1996/1997",1997,2821,2391,128.497842049758,7.01698108699243
"1997/1998",1998,2368,2571,129.964321886152,8.26735841753488
"1998/1999",1999,2708,2396.5,129.087105875695,7.33608485344481
"1999/2000",2000,2732,2657,130.764091531122,8.1100938271976
"2000/2001",2001,2467,2189,123.613811082757,8.42641501775328
"2001/2002",2002,2718,2957,140.971041912341,8.31790086923536
"2002/2003",2003,2550,2237,127.024417080673,7.28073108109716
"2003/2004",2004,2264,2081.5,124.089171621119,7.33577459567869
"2004/2005",2005,2133,1918.5,113.347086450924,7.31365560866312
"2005/2006",2006,2118,2063,119.48722880718,6.50018864571345
"2006/2007",2007,3031,2747,133.046086409398,10.4436555387022
"2007/2008",2008,2793,2698,140.375548818206,7.90896707112975
"2008/2009",2009,2427,2160.5,120.70065647592,7.38110843734412
"2009/2010",2010,1938,1772.5,107.127142904552,6.67900939643348
"2010/2011",2011,2534,2338,128.220065366021,7.07358485931214
"2011/2012",2012,2797,2521,127.45816223043,7.81138491368647
"2012/2013",2013,2394,2053.5,120.541270764385,6.69832543373758
"1950/1951",1951,3167,2827.5,141.99718639126,6.65208329640639
"1951/1952",1952,2485,2091,116.93075079536,7.43896708163507
"1952/1953",1953,2313,2146,120.223224560648,6.32997638536705
"1953/1954",1954,2618,2486.5,130.933528048918,6.34325468695705
"1954/1955",1955,2174,2119,125.564120047734,6.10544808849886
"1955/1956",1956,2412,2174,116.654307734885,4.99866197186089
"1956/1957",1957,2607,2638,134.140181170014,7.5280895661343
"1957/1958",1958,2750,2567.5,133.463967370388,6.19155657714022
"1958/1959",1959,2861,2527,134.168922760959,8.14797162775056
"1959/1960",1960,2652,2649,132.027160318709,7.11791075078307
"1960/1961",1961,2309,2352.5,121.761546401643,8.58457539157661
"1961/1962",1962,2415,1940.5,114.499692358043,6.79339618632956
"1962/1963",1963,1626,1916,108.466737388313,4.39707548517453
"1963/1964",1964,2497,2339,117.964164505827,5.88638495671357
"1964/1965",1965,2658,2243,128.013422949143,6.13280657845338
"1965/1966",1966,2491,2309.5,124.640361087589,7.58521220636695
